team,w_l,wins,losses,win_loss_pct,offensive_opp_pts,offensive_opp_ppg,defensive_opp_pts,defensive_opp_ppg,total_field_goals_made,total_field_goals_att,total_field_goals_pct,total_three_points_made,total_three_points_att,total_three_points_pct,total_free_throws_made,total_free_throw_att,total_free_throw_pct,total_steals,steal_pct,total_assists,total_turnovers,turnover_ratio,total_blocks,total_block_pct,total_rebounds,average_rebounds,total_opp_rebounds,average_opp_rebounds,reb_margin,Seed,team_market,team_name,team_id,total_games_played,total_minutes_played,total_field_goals_made-1,total_field_goals_att-1,total_field_goals_pct-1,total_two_points_made,total_two_points_att,total_two_points_pct,total_three_points_made-1,total_three_points_att-1,total_three_points_pct-1,total_blocked_att,total_free_throws_made-1,total_free_throws_att,total_free_throws_pct,total_offensive_rebounds,total_defensive_rebounds,total_rebounds-1,total_assists-1,total_turnovers-1,total_assists_turnover_ratio,total_steals-1,total_blocks-1,total_personal_fouls,total_tech_fouls,total_points,total_fast_break_pts,total_flagrant_fouls,total_points_off_turnovers,total_second_chance_pts,total_ejections,total_foulouts,total_points_in_paint,total_efficiency,total_true_shooting_att,total_true_shooting_pct,average_fast_break_pts,average_points_off_turnovers,average_second_chance_pts,average_minutes,average_points,average_off_rebounds,average_def_rebounds,average_rebounds-1,average_assists,average_steals,average_blocks,average_turnovers,average_personal_fouls,average_flagrant_fouls,average_blocked_att,average_field_goals_made,average_field_goals_att,average_three_points_made,average_three_points_att,average_free_throws_made,average_free_throws_att,average_two_points_made,average_two_points_att,average_points_in_paint,average_efficiency,average_true_shooting_att,Currentcoach,Month,Year,Sign,ChineseZodiac,Age
James Madison,13-18,13,18,41.899999999999999,2181,70.400000000000006,2260,72.900000000000006,769,1750,43.899999999999999,230,643,35.799999999999997,413,574,72,194,6.2999999999999998,381,396,0.96,100,3.2000000000000002,1066,34.399999999999999,1036,33.399999999999999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omaha,19-10,19,10,65.5,2318,79.900000000000006,2245,77.400000000000006,874,1821,48,260,661,39.299999999999997,310,431,71.900000000000006,164,5.7000000000000002,386,274,1.41,54,1.8999999999999999,941,32.399999999999999,985,34,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troy,11-18,11,18,37.899999999999999,2105,72.599999999999994,2175,75,751,1655,45.399999999999999,227,669,33.899999999999999,376,523,71.900000000000006,165,5.7000000000000002,381,395,0.96,132,4.5999999999999996,979,33.799999999999997,1031,35.600000000000001,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno St.,21-8,21,8,72.400000000000006,2191,75.599999999999994,1946,67.099999999999994,756,1686,44.799999999999997,298,795,37.5,381,530,71.900000000000006,202,7,396,371,1.07,99,3.3999999999999999,1042,35.899999999999999,993,34.200000000000003,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Mason,16-14,16,14,53.299999999999997,2115,70.5,2099,70,753,1687,44.600000000000001,185,568,32.600000000000001,424,590,71.900000000000006,191,6.4000000000000004,358,396,0.90,90,3,1051,35,1016,33.899999999999999,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DePaul,15-13,15,13,53.600000000000001,2154,76.900000000000006,2080,74.299999999999997,771,1646,46.799999999999997,191,547,34.899999999999999,421,586,71.799999999999997,180,6.4000000000000004,411,386,1.06,85,3,1051,37.5,900,32.100000000000001,5.4000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJIT,21-12,21,12,63.600000000000001,2310,70,2238,67.799999999999997,792,1778,44.5,229,664,34.5,497,692,71.799999999999997,211,6.4000000000000004,354,409,0.87,90,2.7000000000000002,1111,33.700000000000003,1162,35.200000000000003,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Detroit Mercy,11-20,11,20,35.5,2279,73.5,2464,79.5,784,1874,41.799999999999997,294,825,35.600000000000001,417,581,71.799999999999997,238,7.7000000000000002,319,356,0.90,77,2.5,1019,32.899999999999999,1211,39.100000000000001,-6.2000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,27-3,27,3,90,2448,81.599999999999994,2011,67,831,1783,46.600000000000001,268,761,35.200000000000003,518,722,71.700000000000003,193,6.4000000000000004,459,303,1.51,119,4,1120,37.299999999999997,1074,35.799999999999997,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk St.,19-12,19,12,61.299999999999997,2312,74.599999999999994,2156,69.5,784,1772,44.200000000000003,245,658,37.200000000000003,499,696,71.700000000000003,181,5.7999999999999998,404,466,0.87,137,4.4000000000000004,1129,36.399999999999999,1112,35.899999999999999,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radford,22-10,22,10,68.799999999999997,2375,74.200000000000003,2171,67.799999999999997,865,1870,46.299999999999997,278,728,38.200000000000003,367,512,71.700000000000003,191,6,456,353,1.29,98,3.1000000000000001,1138,35.600000000000001,1015,31.699999999999999,3.7999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stony Brook,24-7,24,7,77.400000000000006,2213,71.400000000000006,2028,65.400000000000006,766,1811,42.299999999999997,218,664,32.799999999999997,463,646,71.700000000000003,189,6.0999999999999996,344,447,0.77,131,4.2000000000000002,1263,40.700000000000003,1060,34.200000000000003,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois St.,17-16,17,16,51.5,2257,68.400000000000006,2314,70.099999999999994,813,1887,43.100000000000001,244,734,33.200000000000003,387,540,71.700000000000003,162,4.9000000000000004,421,417,1.01,106,3.2000000000000002,1139,34.5,1156,35,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinnipiac,16-13,16,13,55.200000000000003,2121,73.099999999999994,2065,71.200000000000003,683,1616,42.299999999999997,320,860,37.200000000000003,435,607,71.700000000000003,153,5.2999999999999998,369,397,0.93,58,2,1047,36.100000000000001,1012,34.899999999999999,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boise St.,11-19,11,19,36.700000000000003,2149,71.599999999999994,2077,69.200000000000003,769,1646,46.700000000000003,227,651,34.899999999999999,384,536,71.599999999999994,177,5.9000000000000004,354,347,1.02,63,2.1000000000000001,933,31.100000000000001,950,31.699999999999999,-0.59999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Tech,25-5,25,5,83.299999999999997,2185,72.799999999999997,1745,58.200000000000003,783,1653,47.399999999999999,215,587,36.600000000000001,404,564,71.599999999999994,216,7.2000000000000002,426,372,1.15,146,4.9000000000000004,1030,34.299999999999997,949,31.600000000000001,2.7000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornell,14-15,14,15,48.299999999999997,1994,68.799999999999997,2062,71.099999999999994,692,1598,43.299999999999997,229,691,33.100000000000001,381,532,71.599999999999994,170,5.9000000000000004,416,378,1.10,99,3.3999999999999999,952,32.799999999999997,1092,37.700000000000003,-4.7999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,16-15,16,15,51.600000000000001,2115,68.200000000000003,2172,70.099999999999994,735,1653,44.5,239,663,36,406,567,71.599999999999994,146,4.7000000000000002,416,433,0.96,111,3.6000000000000001,1027,33.100000000000001,1059,34.200000000000003,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami (OH),15-16,15,16,48.399999999999999,2216,71.5,2153,69.5,763,1791,42.600000000000001,264,805,32.799999999999997,426,595,71.599999999999994,184,5.9000000000000004,347,397,0.87,87,2.7999999999999998,1151,37.100000000000001,1066,34.399999999999999,2.7000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,11-19,11,19,36.700000000000003,2167,72.200000000000003,2227,74.200000000000003,747,1670,44.700000000000003,202,612,33,471,658,71.599999999999994,174,5.7999999999999998,410,473,0.87,145,4.7999999999999998,1143,38.100000000000001,1042,34.700000000000003,3.3999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furman,24-6,24,6,80,2345,78.200000000000003,1966,65.5,850,1789,47.5,308,849,36.299999999999997,337,471,71.5,265,8.8000000000000007,477,375,1.27,126,4.2000000000000002,1083,36.100000000000001,1023,34.100000000000001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yale,19-7,19,7,73.099999999999994,2092,80.5,1902,73.200000000000003,774,1565,49.5,205,552,37.100000000000001,339,474,71.5,153,5.9000000000000004,452,361,1.25,117,4.5,1021,39.299999999999997,890,34.200000000000003,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Colo.,21-9,21,9,70,2308,76.900000000000006,2057,68.599999999999994,801,1726,46.399999999999999,287,791,36.299999999999997,419,586,71.5,163,5.4000000000000004,397,368,1.08,89,3,1064,35.5,962,32.100000000000001,3.3999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UC Davis,11-18,11,18,37.899999999999999,1897,65.400000000000006,1982,68.299999999999997,674,1555,43.299999999999997,193,587,32.899999999999999,356,498,71.5,184,6.2999999999999998,348,387,0.90,65,2.2000000000000002,875,30.199999999999999,1006,34.700000000000003,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UC Santa Barbara,20-9,20,9,69,2129,73.400000000000006,1900,65.5,748,1648,45.399999999999999,187,550,34,446,624,71.5,147,5.0999999999999996,405,324,1.25,96,3.2999999999999998,1097,37.799999999999997,900,31,6.7999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appalachian St.,11-19,11,19,36.700000000000003,2406,80.200000000000003,2372,79.099999999999994,830,1822,45.600000000000001,270,753,35.899999999999999,476,667,71.400000000000006,161,5.4000000000000004,380,396,0.96,81,2.7000000000000002,1065,35.5,1121,37.399999999999999,-1.8999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McNeese,9-21,9,21,30,2091,69.700000000000003,2220,74,738,1620,45.600000000000001,164,526,31.199999999999999,451,632,71.400000000000006,143,4.7999999999999998,417,439,0.95,93,3.1000000000000001,1021,34,984,32.799999999999997,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan St.,9-20,9,20,31,2088,72,2223,76.700000000000003,732,1845,39.700000000000003,161,503,32,463,649,71.299999999999997,217,7.5,347,395,0.88,48,1.7,1047,36.100000000000001,1160,40,-3.8999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seton Hall,17-12,17,12,58.600000000000001,2135,73.599999999999994,2072,71.400000000000006,763,1713,44.5,196,616,31.800000000000001,413,579,71.299999999999997,204,7,393,376,1.05,119,4.0999999999999996,1028,35.399999999999999,1046,36.100000000000001,-0.59999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navy,12-18,12,18,40,1991,66.400000000000006,2170,72.299999999999997,706,1724,41,201,633,31.800000000000001,378,530,71.299999999999997,162,5.4000000000000004,386,424,0.91,57,1.8999999999999999,1128,37.600000000000001,1020,34,3.6000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abilene Christian,24-6,24,6,80,2231,74.400000000000006,1904,63.5,799,1691,47.299999999999997,223,579,38.5,410,575,71.299999999999997,257,8.5999999999999996,470,365,1.29,84,2.7999999999999998,995,33.200000000000003,953,31.800000000000001,1.3999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryant,10-20,10,20,33.299999999999997,2088,69.599999999999994,2314,77.099999999999994,709,1681,42.200000000000003,230,708,32.5,440,618,71.200000000000003,158,5.2999999999999998,319,385,0.83,78,2.6000000000000001,969,32.299999999999997,1082,36.100000000000001,-3.7999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Ky.,13-18,13,18,41.899999999999999,2562,82.599999999999994,2577,83.099999999999994,902,2125,42.399999999999999,272,832,32.700000000000003,486,683,71.200000000000003,317,10.199999999999999,458,447,1.02,101,3.2999999999999998,1167,37.600000000000001,1288,41.5,-3.8999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC State,20-10,20,10,66.700000000000003,2439,81.299999999999997,2138,71.299999999999997,893,1929,46.299999999999997,251,694,36.200000000000003,402,565,71.200000000000003,228,7.5999999999999996,469,390,1.20,113,3.7999999999999998,1145,38.200000000000003,1020,34,4.2000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seattle U,17-13,17,13,56.700000000000003,2194,73.099999999999994,2050,68.299999999999997,770,1753,43.899999999999999,220,582,37.799999999999997,434,610,71.099999999999994,131,4.4000000000000004,358,375,0.95,109,3.6000000000000001,1094,36.5,999,33.299999999999997,3.2000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC Upstate,6-26,6,26,18.800000000000001,2169,67.799999999999997,2395,74.799999999999997,775,1872,41.399999999999999,269,817,32.899999999999999,350,492,71.099999999999994,207,6.5,434,440,0.99,94,2.8999999999999999,1051,32.799999999999997,1199,37.5,-4.5999999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston,28-2,28,2,93.299999999999997,2284,76.099999999999994,1841,61.399999999999999,800,1777,45,278,773,36,406,571,71.099999999999994,199,6.5999999999999996,456,346,1.32,131,4.4000000000000004,1223,40.799999999999997,992,33.100000000000001,7.7000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southeastern La.,16-14,16,14,53.299999999999997,2016,67.200000000000003,2025,67.5,695,1581,44,211,627,33.700000000000003,415,584,71.099999999999994,201,6.7000000000000002,414,492,0.84,74,2.5,1011,33.700000000000003,931,31,2.7000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wichita St.,16-13,16,13,55.200000000000003,2035,70.200000000000003,2007,69.200000000000003,732,1795,40.799999999999997,220,699,31.5,351,494,71.099999999999994,134,4.5999999999999996,399,351,1.14,99,3.3999999999999999,1095,37.799999999999997,1018,35.100000000000001,2.7000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,16-14,16,14,53.299999999999997,2151,71.700000000000003,2010,67,759,1733,43.799999999999997,260,755,34.399999999999999,373,525,71,180,6,389,334,1.16,123,4.0999999999999996,1025,34.200000000000003,1031,34.399999999999999,-0.20000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Francis (PA),17-13,17,13,56.700000000000003,2297,76.599999999999994,2270,75.700000000000003,808,1853,43.600000000000001,232,671,34.600000000000001,449,632,71,208,6.9000000000000004,382,374,1.02,87,2.8999999999999999,1139,38,1041,34.700000000000003,3.2999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loyola Maryland,11-21,11,21,34.399999999999999,2332,72.900000000000006,2477,77.400000000000006,842,1836,45.899999999999999,210,616,34.100000000000001,438,617,71,278,8.6999999999999993,448,444,1.01,73,2.2999999999999998,996,31.100000000000001,1069,33.399999999999999,-2.2999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardner-Webb,22-11,22,11,66.700000000000003,2586,78.400000000000006,2332,70.700000000000003,908,1864,48.700000000000003,267,679,39.299999999999997,503,709,70.900000000000006,230,7,479,383,1.25,98,3,1134,34.399999999999999,1163,35.200000000000003,-0.90000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cincinnati,25-5,25,5,83.299999999999997,2152,71.700000000000003,1836,61.200000000000003,747,1728,43.200000000000003,199,573,34.700000000000003,459,647,70.900000000000006,198,6.5999999999999996,412,320,1.29,136,4.5,1087,36.200000000000003,919,30.600000000000001,5.5999999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memphis,18-12,18,12,60,2455,81.799999999999997,2294,76.5,865,1877,46.100000000000001,225,674,33.399999999999999,500,705,70.900000000000006,241,8,472,459,1.03,113,3.7999999999999998,1131,37.700000000000003,1065,35.5,2.2000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Bay,17-15,17,15,53.100000000000001,2599,81.200000000000003,2567,80.200000000000003,923,2032,45.399999999999999,250,739,33.799999999999997,503,710,70.799999999999997,254,7.9000000000000004,473,403,1.17,127,4,1162,36.299999999999997,1278,39.899999999999999,-3.6000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Peay,22-11,22,11,66.700000000000003,2712,82.200000000000003,2413,73.099999999999994,973,2060,47.200000000000003,268,702,38.200000000000003,498,705,70.599999999999994,252,7.5999999999999996,454,392,1.16,110,3.2999999999999998,1223,37.100000000000001,1138,34.5,2.6000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown,19-10,19,10,65.5,2158,74.400000000000006,1987,68.5,742,1665,44.600000000000001,225,666,33.799999999999997,449,636,70.599999999999994,222,7.7000000000000002,380,405,0.94,112,3.8999999999999999,1061,36.600000000000001,1053,36.299999999999997,0.29999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIU Brooklyn,16-15,16,15,51.600000000000001,2309,74.5,2265,73.099999999999994,800,1819,44,264,779,33.899999999999999,445,631,70.5,216,7,417,461,0.90,151,4.9000000000000004,1160,37.399999999999999,1151,37.100000000000001,0.29999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portland St.,15-15,15,15,50,2320,77.299999999999997,2243,74.799999999999997,802,1879,42.700000000000003,221,708,31.199999999999999,495,702,70.5,251,8.4000000000000004,409,423,0.97,120,4,1191,39.700000000000003,987,32.899999999999999,6.7999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morehead St.,13-20,13,20,39.399999999999999,2431,73.700000000000003,2543,77.099999999999994,855,1993,42.899999999999999,260,762,34.100000000000001,461,654,70.5,186,5.5999999999999996,441,402,1.10,137,4.2000000000000002,1175,35.600000000000001,1236,37.5,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wofford,26-4,26,4,86.700000000000003,2489,83,1963,65.400000000000006,904,1849,48.899999999999999,335,802,41.799999999999997,346,491,70.5,208,6.9000000000000004,464,321,1.45,89,3,1055,35.200000000000003,862,28.699999999999999,6.4000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,16-13,16,13,55.200000000000003,2197,75.799999999999997,2164,74.599999999999994,756,1614,46.799999999999997,279,745,37.399999999999999,406,577,70.400000000000006,136,4.7000000000000002,417,392,1.06,76,2.6000000000000001,1021,35.200000000000003,926,31.899999999999999,3.2999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ball St.,15-16,15,16,48.399999999999999,2331,75.200000000000003,2220,71.599999999999994,834,1776,47,189,578,32.700000000000003,474,674,70.299999999999997,209,6.7000000000000002,395,448,0.88,113,3.6000000000000001,1167,37.600000000000001,1104,35.600000000000001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIUE,10-21,10,21,32.299999999999997,2265,73.099999999999994,2520,81.299999999999997,794,1898,41.799999999999997,201,665,30.199999999999999,476,677,70.299999999999997,198,6.4000000000000004,382,438,0.87,70,2.2999999999999998,1082,34.899999999999999,1162,37.5,-2.6000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Utah,14-15,14,15,48.299999999999997,2188,75.400000000000006,2202,75.900000000000006,760,1720,44.200000000000003,231,695,33.200000000000003,437,622,70.299999999999997,172,5.9000000000000004,364,394,0.92,99,3.3999999999999999,1061,36.600000000000001,1072,37,-0.40000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IUPUI,16-16,16,16,50,2434,76.099999999999994,2349,73.400000000000006,862,1905,45.200000000000003,226,668,33.799999999999997,484,690,70.099999999999994,223,7,460,444,1.04,103,3.2000000000000002,1192,37.299999999999997,1042,32.600000000000001,4.7000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akron,16-15,16,15,51.600000000000001,2145,69.200000000000003,1974,63.700000000000003,756,1838,41.100000000000001,276,874,31.600000000000001,357,509,70.099999999999994,175,5.5999999999999996,379,362,1.05,96,3.1000000000000001,1135,36.600000000000001,1197,38.600000000000001,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auburn,21-9,21,9,70,2398,79.900000000000006,2043,68.099999999999994,831,1853,44.799999999999997,330,881,37.5,406,579,70.099999999999994,273,9.0999999999999996,440,385,1.14,148,4.9000000000000004,1069,35.600000000000001,1055,35.200000000000003,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Youngstown St.,12-20,12,20,37.5,2415,75.5,2526,78.900000000000006,879,2057,42.700000000000003,303,891,34,354,505,70.099999999999994,210,6.5999999999999996,449,423,1.06,115,3.6000000000000001,1207,37.700000000000003,1138,35.600000000000001,2.2000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee St.,9-21,9,21,30,2182,72.700000000000003,2332,77.700000000000003,751,1739,43.200000000000003,240,716,33.5,440,628,70.099999999999994,219,7.2999999999999998,342,497,0.69,78,2.6000000000000001,1032,34.399999999999999,1034,34.5,-0.10000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,15-15,15,15,50,2142,71.400000000000006,1978,65.900000000000006,758,1778,42.600000000000001,226,671,33.700000000000003,400,571,70.099999999999994,212,7.0999999999999996,385,291,1.32,125,4.2000000000000002,1074,35.799999999999997,1149,38.299999999999997,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,24-6,24,6,80,2135,71.200000000000003,1930,64.299999999999997,751,1630,46.100000000000001,226,639,35.399999999999999,407,581,70.099999999999994,267,8.9000000000000004,354,402,0.88,179,6,965,32.200000000000003,1009,33.600000000000001,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal St. Fullerton,14-15,14,15,48.299999999999997,2117,73,2056,70.900000000000006,757,1651,45.899999999999999,164,507,32.299999999999997,439,627,70,172,5.9000000000000004,365,391,0.93,98,3.3999999999999999,1068,36.799999999999997,1034,35.700000000000003,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMKC,10-20,10,20,33.299999999999997,2080,69.299999999999997,2209,73.599999999999994,724,1675,43.200000000000003,243,673,36.100000000000001,389,556,70,220,7.2999999999999998,334,371,0.90,85,2.7999999999999998,908,30.300000000000001,1098,36.600000000000001,-6.2999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
