team_market,team_name,team_id,total_games_played,total_minutes_played,total_field_goals_made,total_field_goals_att,total_field_goals_pct,total_two_points_made,total_two_points_att,total_two_points_pct,total_three_points_made,total_three_points_att,total_three_points_pct,total_blocked_att,total_free_throws_made,total_free_throws_att,total_free_throws_pct,total_offensive_rebounds,total_defensive_rebounds,total_rebounds,total_assists,total_turnovers,total_assists_turnover_ratio,total_steals,total_blocks,total_personal_fouls,total_tech_fouls,total_points,total_fast_break_pts,total_flagrant_fouls,total_points_off_turnovers,total_second_chance_pts,total_ejections,total_foulouts,total_points_in_paint,total_efficiency,total_true_shooting_att,total_true_shooting_pct,average_fast_break_pts,average_points_off_turnovers,average_second_chance_pts,average_minutes,average_points,average_off_rebounds,average_def_rebounds,average_rebounds,average_assists,average_steals,average_blocks,average_turnovers,average_personal_fouls,average_flagrant_fouls,average_blocked_att,average_field_goals_made,average_field_goals_att,average_three_points_made,average_three_points_att,average_free_throws_made,average_free_throws_att,average_two_points_made,average_two_points_att,average_points_in_paint,average_efficiency,average_true_shooting_att
Michigan State,Spartans,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,35,7025.0,991,1996,1271,701,7025.0,0.552,290,725,0.4,89,535,716,0.747,365,989,1354,670,459,1.46,143,251,641,8,2807,275,1,378,452,0,14,1136,3580,2311.04,0.607,7.86,10.8,12.91,200.7,80.2,10.43,28.26,38.69,19.1,4.09,7.17,13.11,18.31,0.03,2.54,28.31,57.03,8.29,20.71,15.29,20.46,20.03,36.31,32.46,102.29,66.03
Rutgers,Scarlet Knights,b03bb029-4499-4a2c-9074-5071ed360b21,34,6875.0,830,2042,1542,685,6875.0,0.444,145,500,0.29,126,409,635,0.644,396,825,1221,333,397,0.84,240,136,583,5,2214,250,0,465,380,0,13,1010,2309,2321.4,0.477,7.35,13.68,11.18,202.2,65.1,11.65,24.26,35.91,9.8,7.06,4.0,11.68,17.15,0.0,3.71,24.41,60.06,4.26,14.71,12.03,18.68,20.15,45.35,29.71,67.91,68.28
Michigan,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,41,8275.0,1092,2335,1324,731,8275.0,0.552,361,1011,0.357,127,474,717,0.661,303,980,1283,585,380,1.54,261,126,644,2,3019,294,1,611,415,0,9,1292,3408,2650.48,0.57,7.17,14.9,10.12,201.8,73.6,7.39,23.9,31.29,14.3,6.37,3.07,9.27,15.71,0.02,3.1,26.63,56.95,8.8,24.66,11.56,17.49,17.83,32.29,31.51,83.12,64.65
Iowa,Hawkeyes,c10544de-e3bd-4776-ba2e-83df8c017fd1,33,6650.0,946,1975,1303,694,6650.0,0.533,252,672,0.375,88,486,699,0.695,350,812,1162,602,441,1.37,172,134,551,5,2630,202,0,413,430,1,5,1096,3017,2282.56,0.576,6.12,12.52,13.03,201.5,79.7,10.61,24.61,35.21,18.2,5.21,4.06,13.36,16.7,0.0,2.67,28.67,59.85,7.64,20.36,14.73,21.18,21.03,39.48,33.21,91.42,69.17
Indiana,Hoosiers,c3f0a8ce-af67-497f-a750-3b859376b20a,31,6275.0,806,1767,1165,612,6275.0,0.525,194,602,0.322,122,423,644,0.657,303,726,1029,435,386,1.13,199,134,562,2,2229,225,0,443,334,0,11,1104,2458,2050.36,0.544,7.26,14.29,10.77,202.4,71.9,9.77,23.42,33.19,14.0,6.42,4.32,12.45,18.13,0.0,3.94,26.0,57.0,6.26,19.42,13.65,20.77,19.74,37.58,35.61,79.29,66.14
Wisconsin,Badgers,c7569eae-5b93-4197-b204-6f3a62146b25,33,6625.0,793,1770,1126,577,6625.0,0.512,216,644,0.335,122,404,578,0.699,263,669,932,411,353,1.16,180,117,543,2,2206,74,1,414,289,0,10,1002,2342,2024.32,0.545,2.24,12.55,8.76,200.8,66.8,7.97,20.27,28.24,12.5,5.45,3.55,10.7,16.45,0.03,3.7,24.03,53.64,6.55,19.52,12.24,17.52,17.48,34.12,30.36,70.97,61.34
Nebraska,Cornhuskers,f8b1bf00-5b73-4ac4-98c0-ec554027ae32,33,6625.0,820,1906,1236,588,6625.0,0.476,232,670,0.346,108,514,716,0.718,317,794,1111,446,361,1.24,200,183,565,8,2386,210,0,469,367,0,10,932,2677,2221.04,0.537,6.36,14.21,11.12,200.8,72.3,9.61,24.06,33.67,13.5,6.06,5.55,10.94,17.12,0.0,3.27,24.85,57.76,7.03,20.3,15.58,21.7,17.82,37.45,28.24,81.12,67.3
Minnesota,Golden Gophers,fa416692-7e09-4f0a-9bcf-0cf7d5149a14,32,6475.0,850,1971,1341,632,6475.0,0.471,218,630,0.346,144,487,692,0.704,307,808,1115,467,353,1.32,181,163,495,9,2405,229,2,412,380,1,9,1038,2652,2275.48,0.528,7.16,12.88,11.88,202.3,75.2,9.59,25.25,34.84,14.6,5.66,5.09,11.03,15.47,0.06,4.5,26.56,61.59,6.81,19.69,15.22,21.63,19.75,41.91,32.44,82.88,71.11
Maine,Black Bears,0095032d-6143-44f2-8974-f6815fc56c5b,32,6475.0,765,1873,1128,540,6475.0,0.479,225,745,0.302,7,385,559,0.689,259,774,1033,380,496,0.77,206,94,624,3,2140,165,0,403,294,0,1,907,2075,2118.96,0.505,5.16,12.59,9.19,202.3,66.9,8.09,24.19,32.28,11.9,6.44,2.94,15.5,19.5,0.0,0.22,23.91,58.53,7.03,23.28,12.03,17.47,16.88,35.25,28.34,64.84,66.22
Vermont,Catamounts,18e89867-9201-41ce-ba19-fadddf92fa17,35,7000.0,879,1806,1156,619,7000.0,0.535,260,650,0.4,25,569,755,0.754,226,833,1059,467,388,1.2,134,89,528,2,2587,89,1,444,288,0,0,1066,2835,2138.2,0.605,2.54,12.69,8.23,200.0,73.9,6.46,23.8,30.26,13.3,3.83,2.54,11.09,15.09,0.03,0.71,25.11,51.6,7.43,18.57,16.26,21.57,17.69,33.03,30.46,81.0,61.09
Stony Brook,Seawolves,23426c0b-1705-4dfb-a0e2-efdbdd8fd6f6,32,6450.0,779,1866,1109,530,6450.0,0.478,249,757,0.329,31,398,606,0.657,304,734,1038,427,448,0.95,261,94,647,5,2205,113,0,499,329,0,5,936,2282,2132.64,0.517,3.53,15.59,10.28,201.6,68.9,9.5,22.94,32.44,13.3,8.16,2.94,14.0,20.22,0.0,0.97,24.34,58.31,7.78,23.66,12.44,18.94,16.56,34.66,29.25,71.31,66.65
Albany,Great Danes,290a5130-836d-45e6-824f-28704d6ba246,32,6400.0,839,1836,1334,655,6400.0,0.491,184,502,0.367,27,513,680,0.754,316,746,1062,405,371,1.09,150,91,528,3,2375,127,0,400,411,0,0,1072,2548,2135.2,0.556,3.97,12.5,12.84,200.0,74.2,9.88,23.31,33.19,12.7,4.69,2.84,11.59,16.5,0.0,0.84,26.22,57.38,5.75,15.69,16.03,21.25,20.47,41.69,33.5,79.63,66.73
UMBC,Retrievers,32755362-6336-4dd3-ac34-6f72a6cc150b,36,7200.0,926,2088,1148,562,7200.0,0.49,364,940,0.387,14,414,641,0.646,281,837,1118,547,439,1.25,269,87,592,2,2630,158,0,558,342,0,3,900,2823,2370.04,0.555,4.39,15.5,9.5,200.0,73.1,7.81,23.25,31.06,15.2,7.47,2.42,12.19,16.44,0.0,0.39,25.72,58.0,10.11,26.11,11.5,17.81,15.61,31.89,25.0,78.42,65.83
Massachusetts Lowell,River Hawks,4927ef8b-e680-4fb8-b10e-2ea3eff32eab,30,6025.0,791,1719,1098,576,6025.0,0.525,215,621,0.346,6,489,690,0.709,244,642,886,435,405,1.07,210,86,538,4,2286,179,0,489,328,0,0,1010,2369,2022.6,0.565,5.97,16.3,10.93,200.8,76.2,8.13,21.4,29.53,14.5,7.0,2.87,13.5,17.93,0.0,0.2,26.37,57.3,7.17,20.7,16.3,23.0,19.2,36.6,33.67,78.97,67.42
New Hampshire,Wildcats,93cb009e-5bbf-4081-b2c9-44028fe28096,31,6200.0,725,1803,1027,473,6200.0,0.461,252,776,0.325,9,401,544,0.737,313,786,1099,368,362,1.02,111,56,555,1,2103,71,0,345,381,0,1,730,2154,2042.36,0.515,2.29,11.13,12.29,200.0,67.8,10.1,25.35,35.45,11.9,3.58,1.81,11.68,17.9,0.0,0.29,23.39,58.16,8.13,25.03,12.94,17.55,15.26,33.13,23.55,69.48,65.88
Hartford,Hawks,dba620d9-7282-4638-bf05-13caf48eeed1,33,6625.0,835,1840,1057,565,6625.0,0.535,270,783,0.345,12,386,569,0.678,228,773,1001,433,402,1.08,200,123,602,5,2326,176,0,421,284,0,7,942,2493,2090.36,0.556,5.33,12.76,8.61,200.8,70.5,6.91,23.42,30.33,13.1,6.06,3.73,12.18,18.24,0.0,0.36,25.3,55.76,8.18,23.73,11.7,17.24,17.12,32.03,28.55,75.55,63.34
Binghamton,Bearcats,fa0f8282-c4f1-490e-962c-f25350cd76f4,31,6225.0,787,1775,1104,552,6225.0,0.5,235,671,0.35,2,338,528,0.64,250,741,991,376,381,0.99,170,131,522,1,2147,122,0,378,264,0,0,887,2256,2007.32,0.535,3.94,12.19,8.52,200.8,69.3,8.06,23.9,31.97,12.1,5.48,4.23,12.29,16.84,0.0,0.06,25.39,57.26,7.58,21.65,10.9,17.03,17.81,35.61,28.61,72.77,64.75
Sacred Heart,Pioneers,3556d445-b3f1-467e-b150-952b32dfb150,31,6225.0,796,1823,1224,617,6225.0,0.504,179,599,0.299,19,358,540,0.663,338,808,1146,401,460,0.87,149,72,570,3,2129,173,0,354,347,0,1,1080,2228,2060.6,0.517,5.58,11.42,11.19,200.8,68.7,10.9,26.06,36.97,12.9,4.81,2.32,14.84,18.39,0.0,0.61,25.68,58.81,5.77,19.32,11.55,17.42,19.9,39.48,34.84,71.87,66.47
Wagner,Seahawks,3b644902-cd06-4930-9a3e-6c78cfb1f464,33,6625.0,839,1963,1194,570,6625.0,0.477,269,769,0.35,28,501,705,0.711,375,788,1163,440,451,0.98,218,129,729,6,2448,317,0,550,380,0,5,940,2619,2273.2,0.538,9.61,16.67,11.52,200.8,74.2,11.36,23.88,35.24,13.3,6.61,3.91,13.67,22.09,0.0,0.85,25.42,59.48,8.15,23.3,15.18,21.36,17.27,36.18,28.48,79.36,68.88
Mount St. Mary's,Mountaineers,5fe4a398-1699-4442-a364-305b2f0ac01e,32,6475.0,809,1778,925,486,6475.0,0.525,323,853,0.379,22,390,532,0.733,188,644,832,449,351,1.28,221,125,492,0,2331,141,0,492,217,0,1,819,2496,2012.08,0.579,4.41,15.38,6.78,202.3,72.8,5.88,20.13,26.0,14.0,6.91,3.91,10.97,15.38,0.0,0.69,25.28,55.56,10.09,26.66,12.19,16.63,15.19,28.91,25.59,78.0,62.88
Bryant University,Bulldogs,61dadefa-76bf-4db4-8067-f88df540b9cd,31,6225.0,771,1880,1125,512,6225.0,0.455,259,755,0.343,25,368,522,0.705,250,647,897,417,401,1.04,190,43,601,3,2169,116,0,403,301,0,2,812,2052,2109.68,0.514,3.74,13.0,9.71,200.8,70.0,8.06,20.87,28.94,13.5,6.13,1.39,12.94,19.39,0.0,0.81,24.87,60.65,8.35,24.35,11.87,16.84,16.52,36.29,26.19,66.19,68.05
St. Francis (PA),Red Flash,6637ac5f-59c2-4888-af34-a86d138ccfb3,31,6300.0,860,1845,1175,610,6300.0,0.519,250,670,0.373,15,480,630,0.762,230,730,960,416,359,1.16,209,72,496,1,2450,304,1,455,297,0,1,1018,2613,2122.2,0.577,9.81,14.68,9.58,203.2,79.0,7.42,23.55,30.97,13.4,6.74,2.32,11.58,16.0,0.03,0.48,27.74,59.52,8.06,21.61,15.48,20.32,19.68,37.9,32.84,84.29,68.46
Robert Morris,Colonials,6906e22d-92fa-40cb-8c05-ec8391ac1979,33,6625.0,794,1932,1203,552,6625.0,0.459,242,729,0.332,16,442,663,0.667,339,723,1062,382,490,0.78,256,90,663,5,2272,263,0,541,321,0,2,958,2213,2223.72,0.511,7.97,16.39,9.73,200.8,68.8,10.27,21.91,32.18,11.6,7.76,2.73,14.85,20.09,0.0,0.48,24.06,58.55,7.33,22.09,13.39,20.09,16.73,36.45,29.03,67.06,67.39
LIU Brooklyn,Blackbirds,82c12e8d-7c6c-47d8-b100-3cbc190d268e,35,7025.0,935,2055,1240,656,7025.0,0.529,279,815,0.342,6,547,786,0.696,322,913,1235,442,496,0.89,194,111,688,9,2696,337,0,476,349,0,3,1116,2823,2400.84,0.561,9.63,13.6,9.97,200.7,77.0,9.2,26.09,35.29,12.6,5.54,3.17,14.17,19.66,0.0,0.17,26.71,58.71,7.97,23.29,15.63,22.46,18.74,35.43,31.89,80.66,68.6
Central Connecticut State,Blue Devils,a93bf4f2-3724-4539-8c8a-9ac8ee3741a6,32,6525.0,788,1740,1139,590,6525.0,0.518,198,601,0.329,18,397,568,0.699,284,741,1025,396,473,0.84,161,107,550,3,2171,160,0,389,339,0,2,980,2264,1989.92,0.545,5.0,12.16,10.59,203.9,67.8,8.88,23.16,32.03,12.4,5.03,3.34,14.78,17.19,0.0,0.56,24.63,54.38,6.19,18.78,12.41,17.75,18.44,35.59,30.63,70.75,62.19
Fairleigh Dickinson,Knights,b71d5a1b-2671-4e5a-b94b-06bfb22a27dd,31,6200.0,842,1868,1245,629,6200.0,0.505,213,623,0.342,23,416,573,0.726,299,696,995,416,425,0.98,221,100,561,5,2313,288,1,516,350,1,2,1066,2437,2120.12,0.545,9.29,16.65,11.29,200.0,74.6,9.65,22.45,32.1,13.4,7.13,3.23,13.71,18.1,0.03,0.74,27.16,60.26,6.87,20.1,13.42,18.48,20.29,40.16,34.39,78.61,68.39
St. Francis (BKN),Terriers,e19cfc47-f23f-4c64-ba29-2e6d12dc45b2,31,6300.0,784,1889,1106,513,6300.0,0.464,271,783,0.346,13,421,591,0.712,275,678,953,357,390,0.92,226,82,668,5,2260,208,1,550,312,0,0,812,2213,2149.04,0.526,6.71,17.74,10.06,203.2,72.9,8.87,21.87,30.74,11.5,7.29,2.65,12.58,21.55,0.03,0.42,25.29,60.94,8.74,25.26,13.58,19.06,16.55,35.68,26.19,71.39,69.32
Brown,Bears,558abf02-97f4-4323-aa99-63c076d35932,27,5500.0,695,1631,1043,509,5500.0,0.488,186,588,0.316,25,504,667,0.756,257,642,899,338,365,0.93,174,81,567,1,2080,146,0,416,288,0,3,842,2108,1924.48,0.54,5.41,15.41,10.67,203.7,77.0,9.52,23.78,33.3,12.5,6.44,3.0,13.52,21.0,0.0,0.93,25.74,60.41,6.89,21.78,18.67,24.7,18.85,38.63,31.19,78.07,71.28
Harvard,Crimson,5c7bf63f-bc39-43c5-9907-73b50b7a6b34,32,6525.0,764,1775,1046,507,6525.0,0.485,257,729,0.353,29,397,512,0.775,249,784,1033,406,445,0.91,173,118,575,0,2182,121,0,405,269,0,3,852,2341,2000.28,0.545,3.78,12.66,8.41,203.9,68.2,7.78,24.5,32.28,12.7,5.41,3.69,13.91,17.97,0.0,0.91,23.88,55.47,8.03,22.78,12.41,16.0,15.84,32.69,26.63,73.16,62.51
Cornell,Big Red,88ff8c00-958e-4ccf-a21d-77fab9e93692,28,5750.0,744,1613,974,527,5750.0,0.541,217,639,0.34,18,419,574,0.73,190,693,883,449,376,1.19,144,98,499,0,2124,180,0,331,231,0,1,897,2298,1865.56,0.569,6.43,11.82,8.25,205.4,75.9,6.79,24.75,31.54,16.0,5.14,3.5,13.43,17.82,0.0,0.64,26.57,57.61,7.75,22.82,14.96,20.5,18.82,34.79,32.04,82.07,66.63
Yale,Bulldogs,ca478771-aa3d-4231-81e0-b70f519134fb,31,6250.0,831,1798,1036,579,6250.0,0.559,252,762,0.331,22,398,551,0.722,242,733,975,507,407,1.25,204,95,541,2,2312,181,0,441,265,0,1,1002,2566,2040.44,0.567,5.84,14.23,8.55,201.6,74.6,7.81,23.65,31.45,16.4,6.58,3.06,13.13,17.45,0.0,0.71,26.81,58.0,8.13,24.58,12.84,17.77,18.68,33.42,32.32,82.77,65.82
Columbia,Lions,ca74bd67-034c-4468-8487-6f983f5eb4f6,27,5450.0,746,1686,953,477,5450.0,0.501,269,733,0.367,18,301,407,0.74,240,664,904,384,339,1.13,177,93,504,1,2062,160,0,407,292,0,2,815,2235,1865.08,0.553,5.93,15.07,10.81,201.9,76.4,8.89,24.59,33.48,14.2,6.56,3.44,12.56,18.67,0.0,0.67,27.63,62.44,9.96,27.15,11.15,15.07,17.67,35.3,30.19,82.78,69.08
Dartmouth,Big Green,d60357bd-1205-42e9-9092-d986a2843a34,27,5425.0,651,1454,897,451,5425.0,0.503,200,557,0.359,6,339,475,0.714,180,605,785,357,368,0.97,152,87,421,1,1841,106,0,327,160,0,0,738,1915,1663.0,0.554,3.93,12.11,5.93,200.9,68.2,6.67,22.41,29.07,13.2,5.63,3.22,13.63,15.59,0.0,0.22,24.11,53.85,7.41,20.63,12.56,17.59,16.7,33.22,27.33,70.93,61.59
Pennsylvania,Quakers,e6c94452-1adf-4fb9-90e5-10f165c57c5a,33,6775.0,893,1948,1118,602,6775.0,0.538,291,830,0.351,20,429,651,0.659,239,888,1127,508,391,1.3,194,92,566,6,2506,177,0,406,249,0,0,1098,2759,2234.44,0.561,5.36,12.3,7.55,205.3,75.9,7.24,26.91,34.15,15.4,5.88,2.79,11.85,17.15,0.0,0.61,27.06,59.03,8.82,25.15,13.0,19.73,18.24,33.88,33.27,83.61,67.71
Princeton,Tigers,fe406882-9f22-495e-9df6-ef357a6803c6,29,6000.0,753,1661,894,466,6000.0,0.521,287,767,0.374,17,313,443,0.707,190,687,877,367,334,1.1,137,90,504,3,2106,79,0,331,222,0,2,787,2205,1855.92,0.567,2.72,11.41,7.66,206.9,72.6,6.55,23.69,30.24,12.7,4.72,3.1,11.52,17.38,0.0,0.59,25.97,57.28,9.9,26.45,10.79,15.28,16.07,30.83,27.14,76.03,64.0
Delaware,Fightin Blue Hens,0affc15f-641d-4211-970d-fb9fb8d36842,33,6650.0,859,1880,1296,667,6650.0,0.515,192,584,0.329,7,428,657,0.651,268,785,1053,386,354,1.09,164,75,554,5,2338,166,0,425,322,0,0,1135,2412,2169.08,0.539,5.03,12.88,9.76,201.5,70.8,8.12,23.79,31.91,11.7,4.97,2.27,10.73,16.79,0.0,0.21,26.03,56.97,5.82,17.7,12.97,19.91,20.21,39.27,34.39,73.09,65.73
Hofstra,Pride,36ca2008-cd2e-4549-8b3b-c745167e07f3,31,6225.0,868,1868,1175,608,6225.0,0.517,260,693,0.375,25,468,686,0.682,298,729,1027,413,335,1.23,156,83,576,6,2464,127,0,408,362,0,1,912,2590,2169.84,0.568,4.1,13.16,11.68,200.8,79.5,9.61,23.52,33.13,13.3,5.03,2.68,10.81,18.58,0.0,0.81,28.0,60.26,8.39,22.35,15.1,22.13,19.61,37.9,29.42,83.55,69.99
James Madison,Dukes,524e3eec-7dde-45c7-b3cc-6308cec73350,32,6550.0,812,1932,1237,581,6550.0,0.47,231,695,0.332,17,486,667,0.729,315,744,1059,388,383,1.01,228,104,670,4,2341,183,0,484,342,0,1,1042,2436,2225.48,0.526,5.72,15.13,10.69,204.7,73.2,9.84,23.25,33.09,12.1,7.13,3.25,11.97,20.94,0.0,0.53,25.38,60.38,7.22,21.72,15.19,20.84,18.16,38.66,32.56,76.13,69.55
Towson,Tigers,6f3eec09-2918-4739-a0e8-5d79e14a8332,32,6500.0,889,1905,1323,679,6500.0,0.513,210,582,0.361,2,458,667,0.687,334,761,1095,381,405,0.94,209,139,633,10,2446,288,0,534,404,0,0,1100,2640,2198.48,0.556,9.0,16.69,12.63,203.1,76.4,10.44,23.78,34.22,11.9,6.53,4.34,12.66,19.78,0.0,0.06,27.78,59.53,6.56,18.19,14.31,20.84,21.22,41.34,34.38,82.5,68.7
Charleston,Cougars,8548dacb-3636-48a8-8c46-611ab0c15fc0,34,6925.0,875,1904,1184,616,6925.0,0.52,259,720,0.36,22,527,699,0.754,249,797,1046,387,339,1.14,177,119,563,9,2536,251,0,474,298,0,1,1056,2725,2211.56,0.573,7.38,13.94,8.76,203.7,74.6,7.32,23.44,30.76,11.4,5.21,3.5,9.97,16.56,0.0,0.65,25.74,56.0,7.62,21.18,15.5,20.56,18.12,34.82,31.06,80.15,65.05
Elon,Phoenix,8accb91e-6086-41b3-a420-7a82fa442365,32,6600.0,842,1916,950,505,6600.0,0.532,337,966,0.349,9,325,457,0.711,219,824,1043,507,373,1.36,140,66,494,2,2346,111,0,356,237,0,1,777,2523,2117.08,0.554,3.47,11.13,7.41,206.3,73.3,6.84,25.75,32.59,15.8,4.38,2.06,11.66,15.44,0.0,0.28,26.31,59.88,10.53,30.19,10.16,14.28,15.78,29.69,24.28,78.84,66.16
Northeastern,Huskies,93df9b18-e9fc-42a7-bb45-a736c203b4dc,33,6675.0,859,1776,972,557,6675.0,0.573,302,804,0.376,16,452,617,0.733,224,786,1010,523,450,1.16,221,82,575,2,2472,181,0,506,307,0,1,1008,2776,2047.48,0.604,5.48,15.33,9.3,202.3,74.9,6.79,23.82,30.61,15.8,6.7,2.48,13.64,17.42,0.0,0.48,26.03,53.82,9.15,24.36,13.7,18.7,16.88,29.45,30.55,84.12,62.04
William & Mary,Tribe,ad24b724-a11c-4dcd-a68c-67c53833ccb7,31,6275.0,910,1782,1005,573,6275.0,0.57,337,777,0.434,10,479,591,0.81,184,758,942,548,382,1.43,174,125,530,5,2636,287,0,396,230,0,1,948,3059,2042.04,0.645,9.26,12.77,7.42,202.4,85.0,5.94,24.45,30.39,17.7,5.61,4.03,12.32,17.1,0.0,0.32,29.35,57.48,10.87,25.06,15.45,19.06,18.48,32.42,30.58,98.68,65.87
North Carolina-Wilmington,Seahawks,c54279f9-3028-4663-893a-7d22482f8098,32,6525.0,920,2109,1404,676,6525.0,0.481,244,705,0.346,7,458,664,0.69,401,822,1223,487,414,1.18,164,67,587,8,2542,227,0,371,434,0,0,986,2674,2401.16,0.529,7.09,11.59,13.56,203.9,79.4,12.53,25.69,38.22,15.2,5.13,2.09,12.94,18.34,0.0,0.22,28.75,65.91,7.63,22.03,14.31,20.75,21.13,43.88,30.81,83.56,75.04
Drexel,Dragons,f2d01b77-0f5d-4574-9e49-2a3eaf822e44,33,6700.0,880,1993,1295,653,6700.0,0.504,227,698,0.325,14,467,646,0.723,309,770,1079,380,408,0.93,176,138,583,5,2454,159,0,397,353,0,1,1178,2527,2277.24,0.539,4.82,12.03,10.7,203.0,74.4,9.36,23.33,32.7,11.5,5.33,4.18,12.36,17.67,0.0,0.42,26.67,60.39,6.88,21.15,14.15,19.58,19.79,39.24,35.7,76.58,69.01
Pepperdine,Waves,17479d6f-c8f1-458b-9412-8c76279a2bb4,32,6450.0,822,1829,1287,636,6450.0,0.494,186,542,0.343,76,453,646,0.701,268,703,971,449,376,1.19,155,69,576,2,2283,156,0,338,342,0,6,992,2351,2113.24,0.54,4.88,10.56,10.69,201.6,71.3,8.38,21.97,30.34,14.0,4.84,2.16,11.75,18.0,0.0,2.38,25.69,57.16,5.81,16.94,14.16,20.19,19.88,40.22,31.0,73.47,66.04
Portland,Pilots,224e3b21-30e7-4a05-9e8c-62721d581db8,32,6450.0,781,1745,1080,526,6450.0,0.487,255,665,0.383,56,404,596,0.678,170,769,939,387,383,1.01,165,127,578,6,2221,127,0,390,208,0,9,846,2300,2007.24,0.553,3.97,12.19,6.5,201.6,69.4,5.31,24.03,29.34,12.1,5.16,3.97,11.97,18.06,0.0,1.75,24.41,54.53,7.97,20.78,12.63,18.63,16.44,33.75,26.44,71.88,62.73
Santa Clara,Broncos,28023973-1d9d-4d01-b939-dc8f9b44fb1c,31,6225.0,718,1674,992,486,6225.0,0.49,232,682,0.34,57,380,524,0.725,220,621,841,404,350,1.15,168,73,537,0,2048,100,1,397,241,0,9,806,2084,1904.56,0.538,3.23,12.81,7.77,200.8,66.1,7.1,20.03,27.13,13.0,5.42,2.35,11.29,17.32,0.03,1.84,23.16,54.0,7.48,22.0,12.26,16.9,15.68,32.0,26.0,67.23,61.44
Gonzaga,Bulldogs,2f4d21f8-6d5f-48a5-abca-52a30583871a,37,7500.0,1125,2261,1370,797,7500.0,0.582,328,891,0.368,100,513,725,0.708,352,984,1336,564,420,1.34,234,134,632,2,3091,254,2,562,511,0,14,1400,3591,2580.0,0.599,6.86,15.19,13.81,202.7,83.5,9.51,26.59,36.11,15.2,6.32,3.62,11.35,17.08,0.05,2.7,30.41,61.11,8.86,24.08,13.86,19.59,21.54,37.03,37.84,97.05,69.73
Loyola Marymount,Lions,441a11b4-b506-45b3-8030-fe72a4381c40,31,6250.0,803,1813,1239,603,6250.0,0.487,200,574,0.348,105,421,593,0.71,315,601,916,439,404,1.09,216,72,609,4,2227,173,2,464,386,0,9,982,2284,2073.92,0.537,5.58,14.97,12.45,201.6,71.8,10.16,19.39,29.55,14.2,6.97,2.32,13.03,19.65,0.06,3.39,25.9,58.48,6.45,18.52,13.58,19.13,19.45,39.97,31.68,73.68,66.9
San Diego,Toreros,620d5944-7156-47d3-aad5-5b3824557d03,34,6850.0,802,1775,981,513,6850.0,0.523,289,794,0.364,52,492,692,0.711,207,826,1033,475,445,1.07,186,138,701,3,2385,68,2,445,220,0,11,782,2599,2079.48,0.573,2.0,13.09,6.47,201.5,70.1,6.09,24.29,30.38,14.0,5.47,4.06,13.09,20.62,0.06,1.53,23.59,52.21,8.5,23.35,14.47,20.35,15.09,28.85,23.0,76.44,61.16
Saint Mary's,Gaels,b18f34af-a7f1-4659-a2e5-fc11a31cd316,36,7275.0,1014,1970,1278,730,7275.0,0.571,284,692,0.41,98,460,598,0.769,262,876,1138,557,358,1.56,161,95,556,0,2772,109,1,430,325,0,5,1339,3271,2233.12,0.621,3.03,11.94,9.03,202.1,77.0,7.28,24.33,31.61,15.5,4.47,2.64,9.94,15.44,0.03,2.72,28.17,54.72,7.89,19.22,12.78,16.61,20.28,35.5,37.19,90.86,62.03
BYU,Cougars,c31455b2-8a45-4248-aa8f-ce7eab1c6b02,35,7075.0,919,1905,1256,694,7075.0,0.553,225,649,0.347,67,537,716,0.75,203,847,1050,533,404,1.32,224,133,597,2,2600,154,0,487,270,0,9,1236,2971,2220.04,0.586,4.4,13.91,7.71,202.1,74.3,5.8,24.2,30.0,15.2,6.4,3.8,11.54,17.06,0.0,1.91,26.26,54.43,6.43,18.54,15.34,20.46,19.83,35.89,35.31,84.89,63.43
Pacific,Tigers,c9570e17-c4fd-41e6-908a-1a083941319d,32,6450.0,804,1782,1323,653,6450.0,0.494,151,459,0.329,48,521,715,0.729,290,716,1006,395,368,1.07,198,129,581,3,2280,161,3,447,325,0,10,992,2468,2096.6,0.544,5.03,13.97,10.16,201.6,71.3,9.06,22.38,31.44,12.3,6.19,4.03,11.5,18.16,0.09,1.5,25.13,55.69,4.72,14.34,16.28,22.34,20.41,41.34,31.0,77.13,65.52
San Francisco,Dons,d24efd99-8717-43b9-a086-9986a684ac04,39,7850.0,952,2256,1270,619,7850.0,0.487,333,986,0.338,84,448,663,0.676,327,936,1263,526,464,1.13,210,141,747,2,2685,115,0,495,357,0,7,1078,2842,2547.72,0.527,2.95,12.69,9.15,201.3,68.8,8.38,24.0,32.38,13.5,5.38,3.62,11.9,19.15,0.0,2.15,24.41,57.85,8.54,25.28,11.49,17.0,15.87,32.56,27.64,72.87,65.33
Marquette,Golden Eagles,06f7c904-0ac7-4125-b0f4-f4871bb69057,35,7075.0,989,2081,1157,604,7075.0,0.522,385,924,0.417,91,483,600,0.805,263,763,1026,551,431,1.28,214,128,680,4,2846,400,0,533,343,0,19,980,3125,2345.0,0.607,11.43,15.23,9.8,202.1,81.3,7.51,21.8,29.31,15.7,6.11,3.66,12.31,19.43,0.0,2.6,28.26,59.46,11.0,26.4,13.8,17.14,17.26,33.06,28.0,89.29,67.0
