team_market,team_name,team_id,total_games_played,total_minutes_played,total_field_goals_made,total_field_goals_att,total_field_goals_pct,total_two_points_made,total_two_points_att,total_two_points_pct,total_three_points_made,total_three_points_att,total_three_points_pct,total_blocked_att,total_free_throws_made,total_free_throws_att,total_free_throws_pct,total_offensive_rebounds,total_defensive_rebounds,total_rebounds,total_assists,total_turnovers,total_assists_turnover_ratio,total_steals,total_blocks,total_personal_fouls,total_tech_fouls,total_points,total_fast_break_pts,total_flagrant_fouls,total_points_off_turnovers,total_second_chance_pts,total_ejections,total_foulouts,total_points_in_paint,total_efficiency,total_true_shooting_att,total_true_shooting_pct,average_fast_break_pts,average_points_off_turnovers,average_second_chance_pts,average_minutes,average_points,average_off_rebounds,average_def_rebounds,average_rebounds,average_assists,average_steals,average_blocks,average_turnovers,average_personal_fouls,average_flagrant_fouls,average_blocked_att,average_field_goals_made,average_field_goals_att,average_three_points_made,average_three_points_att,average_free_throws_made,average_free_throws_att,average_two_points_made,average_two_points_att,average_points_in_paint,average_efficiency,average_true_shooting_att
Xavier,Musketeers,0d8a328f-20ce-410b-bed1-15fc01308aaf,35,7075.0,1011,2055,1319,737,7075.0,0.559,274,736,0.372,127,657,843,0.779,295,947,1242,579,441,1.31,205,109,603,7,2953,360,1,495,398,0,8,1296,3417,2425.92,0.609,10.29,14.14,11.37,202.1,84.4,8.43,27.06,35.49,16.5,5.86,3.11,12.6,17.23,0.03,3.63,28.89,58.71,7.83,21.03,18.77,24.09,21.06,37.69,37.03,97.63,69.31
Villanova,Wildcats,4383eb6a-7fd8-4ff2-94c5-43c933121e88,40,8075.0,1220,2440,1282,756,8075.0,0.59,464,1158,0.401,108,559,718,0.779,337,997,1334,655,426,1.54,259,162,645,4,3463,363,1,650,417,0,8,1258,4068,2755.92,0.628,9.08,16.25,10.43,201.9,86.6,8.43,24.93,33.35,16.4,6.48,4.05,10.65,16.13,0.03,2.7,30.5,61.0,11.6,28.95,13.98,17.95,18.9,32.05,31.45,101.7,68.9
Providence,Friars,7d3b9c72-cbdd-4b64-9aa3-a5bde9b75fdc,35,7125.0,899,2037,1366,676,7125.0,0.495,223,671,0.332,130,554,787,0.704,301,814,1115,485,429,1.13,238,128,625,2,2575,234,3,512,363,0,9,1076,2741,2383.28,0.54,6.69,14.63,10.37,203.6,73.6,8.6,23.26,31.86,13.9,6.8,3.66,12.26,17.86,0.09,3.71,25.69,58.2,6.37,19.17,15.83,22.49,19.31,39.03,30.74,78.31,68.09
Creighton,Bluejays,7d797407-623e-476d-b299-46de4275414d,33,6650.0,1008,2050,1127,665,6650.0,0.59,343,923,0.372,99,397,531,0.748,215,906,1121,588,371,1.58,188,88,502,2,2756,390,0,490,283,0,6,1154,3194,2283.64,0.603,11.82,14.85,8.58,201.5,83.5,6.52,27.45,33.97,17.8,5.7,2.67,11.24,15.21,0.0,3.0,30.55,62.12,10.39,27.97,12.03,16.09,20.15,34.15,34.97,96.79,69.2
Georgetown,Hoyas,8736b67f-5924-400b-bf94-3bd804c36600,30,6175.0,800,1763,1145,574,6175.0,0.501,226,618,0.366,99,524,676,0.775,283,787,1070,522,458,1.14,164,110,532,3,2350,234,0,400,365,0,10,944,2643,2060.44,0.57,7.8,13.33,12.17,205.8,78.3,9.43,26.23,35.67,17.4,5.47,3.67,15.27,17.73,0.0,3.3,26.67,58.77,7.53,20.6,17.47,22.53,19.13,38.17,31.47,88.1,68.68
Seton Hall,Pirates,aef5e386-d8e8-460c-8014-3a2f090fd988,34,6850.0,971,2073,1388,721,6850.0,0.519,250,685,0.365,112,509,729,0.698,364,846,1210,528,432,1.22,210,117,615,9,2701,284,1,446,433,0,10,1240,3012,2393.76,0.564,8.35,13.12,12.74,201.5,79.4,10.71,24.88,35.59,15.5,6.18,3.44,12.71,18.09,0.03,3.29,28.56,60.97,7.35,20.15,14.97,21.44,21.21,40.82,36.47,88.59,70.4
Butler,Bulldogs,bdb7d7a4-45f8-4bf3-ab85-15488c451494,35,7150.0,1020,2155,1350,733,7150.0,0.543,287,805,0.357,117,436,562,0.776,261,816,1077,489,391,1.25,232,100,643,4,2763,227,0,551,383,0,12,1234,3009,2402.28,0.575,6.49,15.74,10.94,204.3,78.9,7.46,23.31,30.77,14.0,6.63,2.86,11.17,18.37,0.0,3.34,29.14,61.57,8.2,23.0,12.46,16.06,20.94,38.57,35.26,85.97,68.64
St. John's,Red Storm,c1f4aae1-aa16-4095-aeab-10e5c2a1236a,33,6725.0,867,1999,1293,635,6725.0,0.491,232,706,0.329,73,446,602,0.741,252,779,1031,422,394,1.07,282,172,616,7,2412,261,0,615,261,0,22,1014,2637,2263.88,0.533,7.91,18.64,7.91,203.8,73.1,7.64,23.61,31.24,12.8,8.55,5.21,11.94,18.67,0.0,2.21,26.27,60.58,7.03,21.39,13.52,18.24,19.24,39.18,30.73,79.91,68.6
DePaul,Blue Demons,ee09e6ad-3872-4745-bbb9-ebbd5c6f8318,31,6225.0,819,1914,1288,625,6225.0,0.485,194,626,0.31,88,398,562,0.708,326,737,1063,465,431,1.08,200,94,554,7,2230,221,1,487,350,0,13,970,2362,2161.28,0.516,7.13,15.71,11.29,200.8,71.9,10.52,23.77,34.29,15.0,6.45,3.03,13.9,17.87,0.03,2.84,26.42,61.74,6.26,20.19,12.84,18.13,20.16,41.55,31.29,76.19,69.72
Saint Louis,Billikens,1e42cce3-236b-4f3e-9650-2c45e6332e1e,33,6625.0,731,1734,1161,546,6625.0,0.47,185,573,0.323,75,523,802,0.652,335,746,1081,393,421,0.93,198,146,597,5,2170,194,0,467,368,1,10,965,2285,2086.88,0.52,5.88,14.15,11.15,200.8,65.8,10.15,22.61,32.76,11.9,6.0,4.42,12.76,18.09,0.0,2.27,22.15,52.55,5.61,17.36,15.85,24.3,16.55,35.18,29.24,69.24,63.24
St. Bonaventure,Bonnies,22d90601-19d4-461b-a901-924d12f116ed,34,6900.0,884,1959,1298,629,6900.0,0.485,255,661,0.386,83,597,794,0.752,302,812,1114,472,391,1.21,239,118,675,3,2620,273,1,607,360,0,13,1013,2900,2308.36,0.568,8.03,17.85,10.59,202.9,77.1,8.88,23.88,32.76,13.9,7.03,3.47,11.5,19.85,0.03,2.44,26.0,57.62,7.5,19.44,17.56,23.35,18.5,38.18,29.79,85.29,67.89
Davidson,Wildcats,2920c5fa-1e86-4958-a7c4-1e97b8e201d8,33,6675.0,899,1874,967,546,6675.0,0.565,353,907,0.389,67,368,461,0.798,199,801,1000,551,315,1.75,155,65,504,1,2519,76,0,416,210,0,8,934,2907,2076.84,0.606,2.3,12.61,6.36,202.3,76.3,6.03,24.27,30.3,16.7,4.7,1.97,9.55,15.27,0.0,2.03,27.24,56.79,10.7,27.48,11.15,13.97,16.55,29.3,28.3,88.09,62.93
Dayton,Flyers,632616c5-2dbb-4017-a449-c9dfc303f026,31,6300.0,804,1671,935,556,6300.0,0.595,248,736,0.337,49,388,531,0.731,223,691,914,488,426,1.15,162,78,510,7,2244,328,0,435,232,0,7,984,2450,1904.64,0.589,10.58,14.03,7.48,203.2,72.4,7.19,22.29,29.48,15.7,5.23,2.52,13.74,16.45,0.0,1.58,25.94,53.9,8.0,23.74,12.52,17.13,17.94,30.16,31.74,79.03,61.44
Fordham,Rams,7888d144-563d-4f84-b99b-d120aecf1fef,31,6250.0,692,1680,893,465,6250.0,0.521,227,787,0.288,49,320,452,0.708,162,643,805,419,386,1.09,283,74,491,5,1931,217,0,410,192,0,5,854,2006,1878.88,0.514,7.0,13.23,6.19,201.6,62.3,5.23,20.74,25.97,13.5,9.13,2.39,12.45,15.84,0.0,1.58,22.32,54.19,7.32,25.39,10.32,14.58,15.0,28.81,27.55,64.71,60.61
Rhode Island,Rams,7e42bca2-3cd7-4aca-aa46-f190fe5d8eb4,34,6850.0,954,2096,1426,718,6850.0,0.504,236,670,0.352,83,439,630,0.697,340,738,1078,520,362,1.44,249,118,647,9,2583,274,0,621,360,0,8,1161,2853,2373.2,0.544,8.06,18.26,10.59,201.5,76.0,10.0,21.71,31.71,15.3,7.32,3.47,10.65,19.03,0.0,2.44,28.06,61.65,6.94,19.71,12.91,18.53,21.12,41.94,34.15,83.91,69.8
Massachusetts,Minutemen,88104678-e53b-43b3-82f7-efb3a11cedb9,33,6750.0,861,1918,1186,568,6750.0,0.479,293,732,0.4,71,359,481,0.746,257,734,991,505,423,1.19,159,98,596,5,2374,159,0,412,344,0,8,966,2525,2129.64,0.557,4.82,12.48,10.42,204.5,71.9,7.79,22.24,30.03,15.3,4.82,2.97,12.82,18.06,0.0,2.15,26.09,58.12,8.88,22.18,10.88,14.58,17.21,35.94,29.27,76.52,64.53
Richmond,Spiders,9b66e1e0-aace-4671-9be2-54c8acf5ecfc,32,6475.0,843,1831,1167,621,6475.0,0.532,222,664,0.334,73,389,544,0.715,218,693,911,486,373,1.3,244,77,520,8,2297,242,0,440,236,0,4,1066,2499,2070.36,0.555,7.56,13.75,7.38,202.3,71.8,6.81,21.66,28.47,15.2,7.63,2.41,11.66,16.25,0.0,2.28,26.34,57.22,6.94,20.75,12.16,17.0,19.41,36.47,33.31,78.09,64.7
La Salle,Explorers,ad9a3e21-4585-4e35-8946-290fe4a16f18,32,6575.0,817,1905,1195,583,6575.0,0.488,234,710,0.33,50,465,591,0.787,246,779,1025,410,374,1.1,189,90,546,2,2333,167,0,439,285,0,9,893,2459,2165.04,0.539,5.22,13.72,8.91,205.5,72.9,7.69,24.34,32.03,12.8,5.91,2.81,11.69,17.06,0.0,1.56,25.53,59.53,7.31,22.19,14.53,18.47,18.22,37.34,27.91,76.84,67.66
Virginia Commonwealth,Rams,c1c1e6df-a383-4fbd-ba7b-32d4f9ef9518,33,6675.0,921,2013,1235,647,6675.0,0.524,274,778,0.352,64,391,566,0.691,290,809,1099,510,447,1.14,210,93,561,4,2507,222,0,470,334,0,4,1127,2705,2262.04,0.554,6.73,14.24,10.12,202.3,76.0,8.79,24.52,33.3,15.5,6.36,2.82,13.55,17.0,0.0,1.94,27.91,61.0,8.3,23.58,11.85,17.15,19.61,37.42,34.15,81.97,68.55
George Washington,Colonials,d52c3640-069c-4554-982e-e6537c8044f1,33,6600.0,832,1861,1300,652,6600.0,0.502,180,561,0.321,54,381,537,0.709,312,730,1042,440,421,1.05,189,163,486,2,2225,193,0,401,355,0,5,956,2453,2097.28,0.53,5.85,12.15,10.76,200.0,67.4,9.45,22.12,31.58,13.3,5.73,4.94,12.76,14.73,0.0,1.64,25.21,56.39,5.45,17.0,11.55,16.27,19.76,39.39,28.97,74.33,63.55
George Mason,Patriots,e76479d0-a768-46d2-89bf-7b9dae12bec8,33,6725.0,841,1949,1244,611,6725.0,0.491,230,705,0.326,78,459,619,0.742,265,840,1105,378,425,0.89,200,96,542,1,2371,167,0,408,296,0,4,1004,2457,2221.36,0.534,5.06,12.36,8.97,203.8,71.8,8.03,25.45,33.48,11.5,6.06,2.91,12.88,16.42,0.0,2.36,25.48,59.06,6.97,21.36,13.91,18.76,18.52,37.7,30.42,74.45,67.31
Saint Joseph's (PA),Hawks,f9e4261e-d11d-46c4-bd33-c7bbc94ef0e8,32,6450.0,826,1952,1196,571,6450.0,0.477,255,756,0.337,57,464,675,0.687,243,849,1092,447,321,1.39,203,92,497,6,2371,182,0,415,299,0,4,892,2547,2249.0,0.527,5.69,12.97,9.34,201.6,74.1,7.59,26.53,34.13,14.0,6.34,2.88,10.03,15.53,0.0,1.78,25.81,61.0,7.97,23.63,14.5,21.09,17.84,37.38,27.88,79.59,70.28
Duquesne,Dukes,fea46ac5-6dad-43cd-a770-75554dbcc118,32,6550.0,801,1874,1129,540,6550.0,0.478,261,745,0.35,40,454,663,0.685,333,725,1058,382,383,1.0,186,140,598,9,2317,237,0,474,366,0,6,947,2418,2165.72,0.535,7.41,14.81,11.44,204.7,72.4,10.41,22.66,33.06,11.9,5.81,4.38,11.97,18.69,0.0,1.25,25.03,58.56,8.16,23.28,14.19,20.72,16.88,35.28,29.59,75.56,67.68
Canisius,Golden Griffins,0113eea0-c943-4fff-9780-ae0fb099e7ef,33,6625.0,901,1942,1068,597,6625.0,0.559,304,874,0.348,3,413,581,0.711,277,717,994,553,432,1.28,232,95,624,6,2519,225,0,590,317,0,2,1022,2752,2197.64,0.573,6.82,17.88,9.61,200.8,76.3,8.39,21.73,30.12,16.8,7.03,2.88,13.09,18.91,0.0,0.09,27.3,58.85,9.21,26.48,12.52,17.61,18.09,32.36,30.97,83.39,66.6
Rider,Broncs,0b73b9b9-1e29-4b14-b5d8-0405fe942e32,32,6425.0,932,2004,1326,689,6425.0,0.52,243,678,0.358,25,513,844,0.608,375,786,1161,459,424,1.08,241,109,639,4,2620,321,0,605,462,0,2,1202,2763,2375.36,0.551,10.03,18.91,14.44,200.8,81.9,11.72,24.56,36.28,14.3,7.53,3.41,13.25,19.97,0.0,0.78,29.13,62.63,7.59,21.19,16.03,26.38,21.53,41.44,37.56,86.34,74.23
Marist,Red Foxes,15d31915-fbd6-4ae3-8e4b-f3b563c56a18,31,6300.0,761,1710,908,481,6300.0,0.53,280,802,0.349,13,437,612,0.714,192,757,949,369,488,0.76,130,77,547,2,2239,108,0,325,246,0,1,882,2152,1979.28,0.566,3.48,10.48,7.94,203.2,72.2,6.19,24.42,30.61,11.9,4.19,2.48,15.74,17.65,0.0,0.42,24.55,55.16,9.03,25.87,14.1,19.74,15.52,29.29,28.45,69.42,63.85
Iona,Gaels,255c2a87-40c0-4989-bbb9-d286aac5d28e,34,6925.0,957,2076,1230,633,6925.0,0.515,324,846,0.383,30,462,626,0.738,246,802,1048,542,396,1.37,229,103,587,3,2700,293,2,502,257,0,4,1092,2943,2351.44,0.574,8.62,14.76,7.56,203.7,79.4,7.24,23.59,30.82,15.9,6.74,3.03,11.65,17.26,0.06,0.88,28.15,61.06,9.53,24.88,13.59,18.41,18.62,36.18,32.12,86.56,69.16
Monmouth,Hawks,3db7336c-c18a-441b-912e-e2a4408f12ea,31,6400.0,787,1718,1144,564,6400.0,0.493,223,574,0.389,18,539,758,0.711,235,801,1036,399,474,0.84,197,73,675,2,2336,239,0,485,293,0,0,920,2417,2051.52,0.569,7.71,15.65,9.45,206.5,75.4,7.58,25.84,33.42,12.9,6.35,2.35,15.29,21.77,0.0,0.58,25.39,55.42,7.19,18.52,17.39,24.45,18.19,36.9,29.68,77.97,66.18
Quinnipiac,Bobcats,6a8d2a24-2128-47a0-913f-3d29e9d6592c,33,6775.0,787,1864,971,484,6775.0,0.498,303,893,0.339,12,487,690,0.706,277,749,1026,404,446,0.91,182,86,566,3,2364,75,0,408,327,0,1,842,2336,2167.6,0.545,2.27,12.36,9.91,205.3,71.6,8.39,22.7,31.09,12.2,5.52,2.61,13.52,17.15,0.0,0.36,23.85,56.48,9.18,27.06,14.76,20.91,14.67,29.42,25.52,70.79,65.68
Manhattan,Jaspers,7a270923-01d6-4a6f-a93e-e8786266d502,31,6300.0,737,1661,1063,498,6300.0,0.468,239,598,0.4,5,434,625,0.694,284,670,954,433,482,0.9,186,121,616,12,2147,89,0,488,307,0,1,778,2244,1936.0,0.554,2.87,15.74,9.9,203.2,69.3,9.16,21.61,30.77,14.0,6.0,3.9,15.55,19.87,0.0,0.16,23.77,53.58,7.71,19.29,14.0,20.16,16.06,34.29,25.1,72.39,62.45
Fairfield,Stags,a381465b-4530-4a00-a50c-5253cd7695a0,33,6725.0,881,2009,1116,578,6725.0,0.518,303,893,0.339,16,441,621,0.71,259,795,1054,487,421,1.16,211,95,663,4,2506,262,0,470,312,0,2,974,2624,2282.24,0.549,7.94,14.24,9.45,203.8,75.9,7.85,24.09,31.94,14.8,6.39,2.88,12.76,20.09,0.0,0.48,26.7,60.88,9.18,27.06,13.36,18.82,17.52,33.82,29.52,79.52,69.16
Siena,Saints,aba39ad0-6d9f-4946-bf7e-5c63bf966ce6,32,6625.0,752,1790,1190,532,6625.0,0.447,220,600,0.367,17,442,652,0.678,305,752,1057,355,482,0.74,153,104,641,0,2166,99,0,391,350,0,2,822,2105,2076.88,0.521,3.09,12.22,10.94,207.0,67.7,9.53,23.5,33.03,11.1,4.78,3.25,15.06,20.03,0.0,0.53,23.5,55.94,6.88,18.75,13.81,20.38,16.63,37.19,25.69,65.78,64.9
St. Peter's,Peacocks,e66d7ed2-9b4c-48c8-adaa-a276793b057d,32,6550.0,741,1765,1015,488,6550.0,0.481,253,750,0.337,8,350,482,0.726,251,701,952,378,421,0.9,211,101,601,4,2082,119,0,439,257,0,1,827,2147,1977.08,0.527,3.72,13.72,8.03,204.7,65.1,7.84,21.91,29.75,11.8,6.59,3.16,13.16,18.78,0.0,0.25,23.16,55.16,7.91,23.44,10.94,15.06,15.25,31.72,25.84,67.09,61.78
Niagara,Purple Eagles,f7575278-12ec-494a-b544-427c1759d43d,33,6650.0,944,2124,1366,672,6650.0,0.492,272,758,0.359,3,588,808,0.728,342,836,1178,397,373,1.06,171,145,579,7,2748,293,0,458,417,0,0,978,2866,2479.52,0.554,8.88,13.88,12.64,201.5,83.3,10.36,25.33,35.7,12.0,5.18,4.39,11.3,17.55,0.0,0.09,28.61,64.36,8.24,22.97,17.82,24.48,20.36,41.39,29.64,86.85,75.14
