year,Seed,Team Name,TEAM ID
2017,M2,LOUISVILLE CARDINALS,b795ddbc-baab-4499-8803-52e8608520ab
2017,M3,OREGON DUCKS,1da70895-f77f-44ef-b216-d63c02e696eb
2017,M4,PURDUE BOILERMAKERS,12d7f888-675b-459f-9099-a38f771d8a95
2017,M5,IOWA STATE CYCLONES,0e4258fa-3154-4c16-b693-adecab184c6c
2017,M6,CREIGHTON BLUEJAYS,7d797407-623e-476d-b299-46de4275414d
2017,M7,MICHIGAN,bdc2561d-f603-4fab-a262-f1d2af462277
2017,M8,MIAMI HURRICANES,7aec5187-cb1b-45e5-8f7d-406d766cdc73
2017,M9,MICHIGAN STATE SPARTANS,a41d5a05-4c11-4171-a57e-e7a1ea325a6d
2017,S1,NORTH CAROLINA TAR HEELS,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1
2017,S10,WICHITA STATE SHOCKERS,f38b58de-3273-4723-a78b-2f918e9aa2d5
2017,S11,KANSAS STATE WILDCATS,d203f38a-a166-4258-bca2-e161b591ecfb
2017,S12,MIDDLE TENNESSEE BLUE RAIDERS,3d2f0819-8f3b-4ff3-afd6-6227c469a751
2017,S13,WINTHROP EAGLES,ca441726-0c57-4456-b1e7-fff098484fb5
2017,S14,KENT STATE GOLDEN FLASHES,3da4798c-2d58-4dac-b66e-ad145a91b544
2017,S15,NORTHERN KENTUCKY NORSE,ab9a1315-293f-42d3-a164-860216e81576
2017,S16,TEXAS SOUTHERN TIGERS,eb157f98-0697-459c-9293-ddb162ceb28b
2017,S2,KENTUCKY WILDCATS,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1
2017,S3,UCLA BRUINS,ec0d6b67-4b16-4b50-92b2-1a651dae6b0f
2017,S4,BUTLER BULLDOGS,bdb7d7a4-45f8-4bf3-ab85-15488c451494
2017,S5,MINNESOTA GOLDEN GOPHERS,fa416692-7e09-4f0a-9bcf-0cf7d5149a14
2017,S6,CINCINNATI BEARCATS,a17dfc54-415f-49c3-a2e6-d6fa9db18b0a
2017,S7,DAYTON FLYERS,632616c5-2dbb-4017-a449-c9dfc303f026
2017,S8,ARKANSAS RAZORBACKS,c70c23c4-ab09-4797-a1af-792c848ab17f
2017,S9,SETON HALL PIRATES,aef5e386-d8e8-460c-8014-3a2f090fd988
2017,W1,GONZAGA BULLDOGS,2f4d21f8-6d5f-48a5-abca-52a30583871a
2017,W10,VCU RAMS,c1c1e6df-a383-4fbd-ba7b-32d4f9ef9518
2017,W11,XAVIER MUSKETEERS,0d8a328f-20ce-410b-bed1-15fc01308aaf
2017,W12,PRINCETON TIGERS,fe406882-9f22-495e-9df6-ef357a6803c6
2017,W13,BUCKNELL BISON,98d2123a-c7b9-4b5f-8a81-43f76d8537dc
2017,W14,FLORIDA GULF COAST EAGLES,5326c079-3dc3-468f-a601-b776dd9c1e62
2017,W15,NORTH DAKOTA FIGHTING HAWKS,de8fc8a7-253f-4597-8a48-a0104ef226ae
2017,W16,SOUTH DAKOTA STATE JACKRABBITS,6ef40534-5fad-4755-84de-7dcbd645d1f0
2017,W2,ARIZONA WILDCATS,9b166a3f-e64b-4825-bb6b-92c6f0418263
2017,W3,FLORIDA STATE SEMINOLES,d3c8a767-b6fc-45d4-a5f2-18406f2993f1
2017,W4,WEST VIRGINIA MOUNTAINEERS,f770d3a2-221c-49ce-9c7a-680f7417fe9e
2017,W5,NOTRE DAME FIGHTING IRISH,80962f09-8821-48b6-8cf0-0cf0eea56aa8
2017,W6,MARYLAND TERRAPINS,2778d005-cc14-4e58-9bf2-3fc37bffb62f
2017,W7,SAINT MARY'S GAELS,b18f34af-a7f1-4659-a2e5-fc11a31cd316
2017,W8,NORTHWESTERN WILDCATS,4b7dedc0-7b48-49a4-aad6-8a94a33274d2
2017,W9,VANDERBILT COMMODORES,72971b77-1d35-40b3-bb63-4c5b29f3d22b
