year,Seed,Team Name,TEAM ID
2017,E1,VILLANOVA WILDCATS,4383eb6a-7fd8-4ff2-94c5-43c933121e88
2017,E10,MARQUETTE GOLDEN EAGLES,06f7c904-0ac7-4125-b0f4-f4871bb69057
2017,E11,USC TROJANS,3a000455-de7c-4ca8-880e-abdce7f21da9
2017,E12,UNC WILMINGTON SEAHAWKS,c54279f9-3028-4663-893a-7d22482f8098
2017,E13,EAST TENNESSEE STATE BUCCANEERS,d750d88f-f7b8-4bc3-a5f6-36e7a67ec93e
2017,E14,NEW MEXICO STATE AGGIES,5016fe1a-9571-4d10-bf5b-b9c1b496bd57
2017,E15,TROY TROJANS,6373b18c-62f6-49bc-bd4c-8959a2466516
2017,E16,MT SAINT MARY'S MOUNTAINEERS,5fe4a398-1699-4442-a364-305b2f0ac01e
2017,E2,DUKE BLUE DEVILS,faeb1160-5d15-4f26-99fc-c441cf21fc7f
2017,E3,BAYLOR BEARS,db6e1cab-3fa3-4a93-a673-8b2a358ff4bf
2017,E4,FLORIDA GATORS,912f8837-1d81-4ef9-a576-a21f271d4c64
2017,E5,VIRGINIA CAVALIERS,56913910-87f7-4ad7-ae3b-5cd9fb218fd9
2017,E6,SMU MUSTANGS,3f4515ea-4472-46b9-ac9e-16d7d8f22a38
2017,E7,SOUTH CAROLINA GAMECOCKS,1c7ec608-3b36-4cee-adac-9265e3792597
2017,E8,WISCONSIN BADGERS,c7569eae-5b93-4197-b204-6f3a62146b25
2017,E9,VIRGINIA TECH HOKIES,324ccccc-575b-4b82-acb0-fbb8e68da13b
2017,M1,KANSAS JAYHAWKS,fae4855b-1b64-4b40-a632-9ed345e1e952
2017,M10,OKLAHOMA STATE COWBOYS,8ab00d43-840a-4c96-bdee-bf88fa6e3f11
2017,M11,RHODE ISLAND RAMS,7e42bca2-3cd7-4aca-aa46-f190fe5d8eb4
2017,M12,NEVADA WOLF PACK,62a73b4a-e281-4483-a1f8-f1160a18e456
2017,M13,VERMONT CATAMOUNTS,18e89867-9201-41ce-ba19-fadddf92fa17
2017,M14,IONA GAELS,255c2a87-40c0-4989-bbb9-d286aac5d28e
2017,M15,JACKSONVILLE STATE GAMECOCKS,13358462-e05b-4449-8688-90c4622cdde8
2017,M16,UC DAVIS AGGIES,8aaad1c0-d16e-4b9f-8541-dac670addd71
